date,open,high,low,close,volume
2020-04-24,67.27062041354411,68.68058478279482,67.22208165212722,68.6708755493164,126161200
2020-04-27,68.38696009309551,69.05190579194252,67.93800973096258,68.71943664550781,117087600
2020-04-28,69.18292807221569,69.3649373275059,67.51330272470628,67.60551452636719,112004800
2020-04-29,69.0979748628909,70.29680937751219,68.89412544905699,69.82601165771484,137280800
2020-04-30,70.3672236384152,71.47626880633216,69.97651387628747,71.29911041259766,183064000
2020-05-01,69.46686565282405,72.56102298757865,69.3697955313602,70.1512222290039,240616800
2020-05-04,70.17549663342325,71.27240315582554,69.48385993378157,71.14378356933594,133568000
2020-05-05,71.60487317175793,73.04638718577591,71.45926427424553,72.2115707397461,147751200
2020-05-06,72.91534530676655,73.58999276968885,72.5294865058915,72.95660400390625,142333600
2020-05-07,73.58514378532654,74.05837090774547,73.28179496479571,73.71133422851562,115215200
2020-05-08,74.37319104788544,75.51930110394392,74.04468608439737,75.46576690673828,133838400
2020-05-11,74.97180698726206,77.14965926401848,74.7625342106639,76.65325927734375,145946400
2020-05-12,77.33947268862552,77.79208148134276,75.65559183440632,75.77725982666016,162301200
2020-05-13,75.95732422038697,76.88200539450654,73.78189997803335,74.86231231689453,200622400
2020-05-14,74.0982401903213,75.38305384243762,73.37309631079928,75.32221984863281,158929200
2020-05-15,73.08595077247826,74.92313414173562,73.05188017652294,74.87689971923828,166348400
2020-05-18,76.20552437986748,77.01582984347145,75.51201542213853,76.6410903930664,135178400
2020-05-19,76.65812803670754,77.50736817025115,76.16659206539425,76.19822692871094,101729600
2020-05-20,77.05962650901947,77.75069971271533,77.02069186607584,77.68013763427734,111504800
2020-05-21,77.54143540411926,78.08407725078851,76.86252601832638,77.10099792480469,102688800
2020-05-22,76.83819007988166,77.68013781166567,76.73599313969208,77.59740447998047,81803200
2020-05-26,78.71918977774382,78.89925602718259,77.01583791238306,77.07180786132812,125522000
2020-05-27,76.92822809774341,77.55359582351838,76.1860490206754,77.4075927734375,112945200
2020-05-28,77.08153336599706,78.70458757066594,76.80413421876992,77.4416732788086,133560800
2020-05-29,77.68501099224073,78.14734786532948,77.00853727030466,77.36624145507812,153532400
2020-06-01,77.31999390359594,78.43934069786921,77.18859041846218,78.31767272949219,80791200
2020-06-02,78.05000523231972,78.70457952577789,77.6071320252172,78.68024444580078,87642800
2020-06-03,79.00143274067266,79.37617209910724,78.42715616564102,79.11336517333984,104491200
2020-06-04,78.93575985874213,79.23505835292487,78.05731313453714,78.43205261230469,87560400
2020-06-05,78.68267663769132,80.72669702130025,78.65347751344345,80.66586303710938,137250400
2020-06-08,80.36170821177842,81.17688523826865,79.64873556537788,81.14281463623047,95654400
2020-06-09,80.82159171486241,84.09931925314608,80.78995685878904,83.70511627197266,147712400
2020-06-10,84.65657762001017,86.32829444981938,84.21614013366542,85.85865783691406,166651600
2020-06-11,84.99970143592293,85.42553945531117,81.63436767015169,81.73656463623047,201662400
2020-06-12,83.88277478636243,84.63224629678102,81.32774713453523,82.44222259521484,200146000
2020-06-15,81.09171712965171,84.11638164574502,80.92867875199258,83.46180725097656,138808800
2020-06-16,85.52284659086101,85.94625617218522,83.88276474697345,85.67371368408203,165428800
2020-06-17,86.42076455774615,86.48159854763982,85.43282115595484,85.55448913574219,114406400
2020-06-18,85.51067747543081,86.00708483695735,84.97777121070888,85.58854675292969,96820400
2020-06-19,86.29666530516798,86.76386617293707,83.9874020783935,85.09944915771484,264476000
2020-06-22,85.4936540555532,87.46954083393744,85.4474196297417,87.32597351074219,135445200
2020-06-23,88.57428648623221,90.61344295119446,88.1533126161021,89.18992614746094,212155600
2020-06-24,88.81761971025675,89.73986501886358,87.24080011710065,87.61553955078125,192623200
